351.9499206542969	566.9348754882812	60.0	-900.1
154.12127685546875	547.2379760742188	61.0	-900.1
211.0	499.0	59.0	-900.1
200.5	495.0	59.0	-900.1
265.1104736328125	477.8713073730469	60.0	-900.1
468.1428527832031	464.5714416503906	60.0	-900.1
560.5	409.75	61.0	-900.1
166.7150115966797	339.30438232421875	60.0	-900.1
351.8370666503906	330.54119873046875	60.0	-900.1
409.78717041015625	302.0733947753906	60.0	-900.1
351.5	266.5	60.0	-900.1
159.66323852539062	251.923828125	60.0	-900.1
528.4310302734375	231.5689697265625	61.0	-900.1
158.2050323486328	149.6859893798828	60.0	-900.1
352.6648254394531	139.22528076171875	60.0	-900.1
502.405517578125	90.67008209228516	61.0	-900.1
353.50738525390625	52.93173599243164	60.0	-900.1
